link,location,title,company,salary,desc,keywords,similarity
https://www.indeed.co.in/rc/clk?jk=f4e87d0762b6ee92&fccid=2b1e42f645eeaf1e&vjs=3,Bengaluru,CIEL/SEL/13375: Senior Big Data Engineer,CIEL HR Services,,"4+ years of production level experience in one of Java, Scala, JavaScript, C++ or Python
Experience in architecting, developing, deploying and operating large scale distributed systems
Experience with usability and user experience
Experience with cloud APIs (e.g., a public cloud such as Azure, AWS, GCP or an advanced private cloud such as Google, Facebook)
Experience working on a SaaS platform or with Service Oriented Architectures
Good knowledge of Linux OS
Experience with API development
Good knowledge of SQL (MySQL preferred)
Experience with software security and systems that handle sensitive data Exposure to container technologies, such as Docker Experience with Continuous Integration/Continuous Deployment frameworks

Develop and extend the Databricks product. This implies, among others, writing software in Scala, Python or Javascript and/or interacting with: cloud APIs (e.g., compute APIs, cloud formation, Terraform), with open source and third-party APIs and software (e.g., Kubernetes) and with internal APIs.
Be responsible for full software development lifecycle - design, development, testing, operating in production
Architect solutions to achieve a high level of reliability, scalability, and security
Communicate effectively with other engineers in the same team, with other teams and with various other stakeholders such as product managers
Operate in an Agile development environment","['java', 'h2o', 'oozie', 'aws', 'azure', 'd3', 'azure', 'google', 'oozie', 'aws', 'mysql', 'mssql', 'python', 'sas', 'saas', 'scala', 'sql', 'agile', 'javascript', 'scala', 'sql', 'scala', 'sql', 'c++']",0.7368421052631579
https://www.indeed.co.in/rc/clk?jk=8be2a8130775d7fb&fccid=1658b5f10b7ecad4&vjs=3,Bengaluru,Data Engineer,Quaero,,"Position Summary:
Quaero’s Customer Data Platform (CDP) is the leading data management and analytics platform-as-a-service for marketers. This offering originated as an internal capability to drive Quaero’s consulting practice and has evolved into an externally facing product offering. Your role is to continue driving this evolution, and to support further market penetration, through the rapid delivery of new features that delight our end users- data engineers, data scientists and marketing strategists.
In this role, you will contribute individually to both design and development. We’ll look to you to employ, instill and enforce best practices in product development and deployment as part of mentoring and further growing a high-performance development team.
Responsibilities:
Employ, instill and enforce best practices in product development and deployment
Provide leadership, in collaboration with peers, on overall system architecture
Commit and review code regularly. Demonstrate flexibility to overcome hurdles and drive velocity wherever you are most needed
Participate in cross-functional work planning- contributing your particular perspective on all facets of development life-cycle ranging from requirements, design, work planning, testing, delivery and support
Mentor and provide technical leadership to team members
Skills and Qualifications:
5-7 years of cumulative experience, in a principal engineer or senior engineer role, dealing with data intensive platforms.
Fluency in Java (Mandatory) and Scala(Preferred)
An engineer-at-heart that has demonstrated success at both individual contributor and leadership roles, in early stage and growth environments.
Ability to reference design patterns that solve a given problem “the right way”, addressing performance, robustness and scalability criteria
Drive efficient, high quality development operations through automation, systems thinking and unusually strong problem-solving skills.
High proficiency with end to end distributed applications using Spark, apache storm, (or similar technology).
Prior experience with streaming systems that used RabbitMQ, Kafka, Kinesis, EventHub or DataFlow at the core( preferred)
Experience utilizing JVM performance measurement tools and tuning approaches.
Understanding of containerization, Kubernetes, Swarms, ECS or similar deployment stack would be a plus
Delivering enterprise software for B2B customers, with digital and/or direct marketing exposure
Experience with both traditional(MYSQL/SQL Server) and distributed data base(Hive/ Hbase)
Experience with Oozie/Airflow(Preferred)
Demonstrated success as part of team employing agile product development and product management.

Powered by JazzHR","['scala', 'sql', 'java', 'hbase', 'd3', 'spark', 'hive', 'keras', 'mysql', 'mssql', 'scala', 'sql', 'agile', 'hbase', 'scala', 'sql', 'oozie', 'aws']",0.5882352941176471
https://www.indeed.co.in/rc/clk?jk=723a1dfda4ca7600&fccid=fe2d21eef233e94a&vjs=3,Bengaluru,Data Engineer,ADSIPL - Karnataka,,"Bachelor or graduate degree in computer science (or related field)
7+ years experience in a Data Warehouse environment.
5+ years of hands-on experience in writing complex, highly-optimized SQL queries across large data sets; Expert level skills in Advanced SQL.
Strong understanding of ETL concepts and experience building them with large-scale, complex datasets.
Dimensional Modeling experience.
Experience with scripting for automation.
Excellent verbal & written communication, and documentation skills.

Do you love problem solving? Do you enjoy learning new ideas and apply them to problems? Are you looking for real world engineering challenges? Do you dream about elegant high quality solutions?
Want to be a part of an amazing team that delivers first class analytical solutions to our business world-wide?

AWS is seeking a highly motivated and passionate Data Engineer who is responsible for developing, maintaining, and supporting the Data Warehouse / Data Mart environment for AWS Procurement and Supply Chain.

The successful candidate will be passionate about Data Warehousing Architecture, developing reliable, efficient, and maintainable ETL solutions, obsessed with providing our users with robust information solutions, and will possess an excellent understanding of the tools and support needed by the organization in order to develop these solutions productively.

In this job, you will:
Build and improve Data Warehouse / Data Mart solution by translating business requirements into robust, scalable, and supportable solutions that work well within the overall system architecture.
Design and Develop Dimensional Data Models to support Data Warehouse Architecture
Extract and combine data from various heterogeneous data sources; develop new datasets.
Perform detailed source-system analysis, source-to-target data analysis, and transformation analysis
Design and build data mappings from multiple source systems to data warehouse, maintaining source data integrity
Participate in the full development cycle for ETL: design, implementation, validation, documentation, and maintenance
Validate and test ETL build mappings to meet requirements
Evolve the Data Warehouse environment within the organization, including better information delivery mechanisms and methodologies
Work to develop the best technical design and approach for new solution development

Experience in cluster based or column based databases
Experience with AWS Redshift
Experience with AWS Hammerstone","['scala', 'sql', 'h2o', 'oozie', 'aws', 'd3', 'keras', 'bachelor', 'scala', 'sql', 'scala', 'sql', 'etl']",0.5714285714285714
https://www.indeed.co.in/rc/clk?jk=d49843dc1bcc9062&fccid=1658b5f10b7ecad4&vjs=3,Bengaluru,Lead BackEnd/Data Engineer,Quaero,,"Position Summary:
Quaero’s Customer Data Platform (CDP) is the leading data management and analytics platform-as-a-service for marketers. This offering originated as an internal capability to drive Quaero’s consulting practice and has evolved into an externally facing product offering. Your role is to continue driving this evolution, and to support further market penetration, through the rapid delivery of new features that delight our end users- data engineers, data scientists and marketing strategists.
In this role, you will contribute individually to both design and development. We’ll look to you to employ, instill and enforce best practices in product development and deployment as part of mentoring and further growing a high-performance development team.
Responsibilities:
Employ, instill and enforce best practices in product development and deployment
Lead technical design and delivery of individual features
Provide leadership, in collaboration with peers, on overall system architecture
Commit and review code regularly. Demonstrate flexibility to overcome hurdles and drive velocity wherever you are most needed
Participate in cross-functional work planning- contributing your particular perspective on all facets of development life-cycle ranging from requirements, design, work planning, testing, delivery and support
Mentor and provide technical leadership to team members
Skills and Qualifications:
7+ years of cumulative experience, in a lead/principal engineer or architect position, dealing with data intensive platforms.
An engineer-at-heart that has demonstrated success at both individual contributor and leadership roles, in early stage and growth environments.
Ability to reference design patterns that solve a given problem “the right way”, addressing performance, robustness and scalability criteria
Drive efficient, high quality development operations through automation, systems thinking and unusually strong problem-solving skills.
Fluency in Java (Mandatory) and Scala(Preferred)
High proficiency with end to end distributed applications using Spark, apache storm, (or similar technology).
Prior experience with streaming systems that used RabbitMQ, Kafka, Kinesis, EventHub or DataFlow at the core( preferred)
Experience utilizing JVM performance measurement tools and tuning approaches.
Understanding of containerization, Kubernetes, Swarms, ECS or similar deployment stack would be a plus
Delivering enterprise software for B2B customers, with digital and/or direct marketing exposure
Experience with both traditional(MYSQL/SQL Server) and distributed data base(Hive/ Hbase)
Experience with Oozie/Airflow(Preferred)
Demonstrated success as part of team employing agile product development and product management.
Keywords:
Hadoop, apache spark EMR, EC2, Java/scala, Docker, SQL, hive, Azure/ GCP/AWS.
Educational Requirements:
The candidate must be a B.Tech/M.Tech pass-out from a premier engineering college (IITs, NITs, BITS, IIIT or equivalent) with background in Computer Science or equivalent branch.

Powered by JazzHR","['scala', 'sql', 'java', 'h2o', 'oozie', 'aws', 'hbase', 'd3', 'spark', 'hive', 'azure', 'hadoop', 'keras', 'mysql', 'mssql', 'scala', 'sql', 'agile', 'hbase', 'hbase', 'scala', 'sql', 'oozie', 'aws']",0.5714285714285714
https://www.indeed.co.in/rc/clk?jk=29b40dd4bec78def&fccid=1658b5f10b7ecad4&vjs=3,Bengaluru,BackEnd/Data Engineer,Quaero,,"Position Summary:
Quaero’s Customer Data Platform (CDP) is the leading data management and analytics platform-as-a-service for marketers. This offering originated as an internal capability to drive Quaero’s consulting practice and has evolved into an externally facing product offering. Your role is to continue driving this evolution, and to support further market penetration, through the rapid delivery of new features that delight our end users- data engineers, data scientists and marketing strategists.
In this role, you will contribute individually to both design and development. We’ll look to you to employ, instill and enforce best practices in product development and deployment as part of mentoring and further growing a high-performance development team.
Responsibilities:
Individual contributor who is involved in design and development of high velocity features, as a part of the product development team
Employ, instill and enforce best practices in product development and deployment
Commit and review code regularly. Demonstrate flexibility to overcome hurdles and drive velocity wherever you are most needed
Participate in cross-functional work planning- contributing your particular perspective on all facets of development life-cycle ranging from requirements, design, work planning, testing, delivery and support
Skills and Qualifications:
2-4 Years of cumulative experience, in a backend engineer role, dealing with data intensive platforms.
Fluency in Java (Mandatory), Scala(Nice to have),Python(Nice to have)
Exposure to Big Data systems like Hadoop, Map reduce/Spark
Good understanding of Design Patterns and programming constructs
Good comfort in working with agile CI/CD (Git) set up
Experience building Restful API’s
Experience with springboot, Hibernate, Maven
Experience utilizing JVM performance measurement tools and tuning approaches.
Understanding of containerization, Swarms, ECS or similar deployment stack would be a plus
Experience with both traditional(MYSQL/SQL Server) and distributed data base(Hive/ Hbase)
Demonstrated success as part of team employing agile product development and product management.
Keywords:
Hadoop, apache spark, EMR, EC2, Java/scala, Python, SQL, hive, Azure/ GCP/AWS.
Educational Requirements:
The candidate must be a B.Tech/M.Tech pass-out from a premier engineering college (IITs, NITs, BITS, IIIT or equivalent) with background in Computer Science or equivalent branch.

Powered by JazzHR","['scala', 'sql', 'java', 'oozie', 'aws', 'mba', 'hbase', 'd3', 'spark', 'hive', 'azure', 'hadoop', 'keras', 'mysql', 'mssql', 'python', 'scala', 'sql', 'agile', 'hbase', 'pig', 'hbase', 'scala', 'sql']",0.5
https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0BKwMOZH4fgpIIWSrlpgS0tSkW3tfilVH9rzQFVfnBGL0LF-9vo0acj_8Lu0aVcpXGVqhthnon5JpH_hR-YI8H4FK6gOsXCwPo0Xi_qlxc0ATL8W06E9xW0DB13UH-Cq1_qomNnagORAc2AHVZiNrCQXtwSX1v9jNf46IJmdaop83myNJDNZX9zKOAjxlYmbl-MllZo2-1RnCmJXh0GRwNV2NeCjR8R1J7Nx4ERa52jH9FQrZYgprqcZr_4zSPP3CTrXcwSIa_iuD-CljZ6dsYrtvm48kd7v4CffPcUCxmx135AsRxwhd3SOGfOP2j83znCERAE3w3ADVXfoRTx9kjFs_o9Z-KD_Bqo6l09RLNWBsib78Srm2S27x5AUCT7wbh6goXyFaRr48AHaO3ey-aJ3x_2vOjr3-kMtMZKzerCz0ZJK-TlUz6-sg50DC577_o_xmAjYHJM1DmETL8mcjGlq1lWxnMYs71ppykFUmebdpdWGlJYmckCK84FNkp1aWMpcfF5Ix_TD8d0kuSANsixeVOzb5UcvTxWKMkFJGwqbyLZSX0Nt2RvlM5mfIP7cLOd9amRNzKRKg==&p=1&fvj=0&vjs=3,Bengaluru,Opportunities for Women Talent at Applied Materials,Applied Materials Inc.,,"About Applied Materials:
Applied Materials is the leader in materials engineering solutions used to produce virtually every new chip and advanced display in the world. Our expertise in modifying materials at atomic levels and on an industrial scale enables customers to transform possibilities into reality. At Applied Materials, our innovations make possible the technology shaping the future.
We are exclusively hiring for Women talent across levels and for various positions.
Please find below list of job opportunities at Applied Materials India. Once we receive the relevant resume, Staffing team will reach out to you if the profile is shortlisted.
Java Developer
C# Developer
C++ Developer
Data Scientist
Algorithm Developer
Mechanical Engineer
Electrical Engineer
Mechatronics Engineer
Robotics Engineer
Reliability Engineer
Chemist
New Product Manufacturing Engineer
Process Engineer
Technical Product Support / Global product support
Application Engineer
Business Intelligence Analyst
RF Engineer
Order Management
And many more.....
Functional Knowledge
Demonstrates conceptual and practical expertise in own discipline and basic knowledge of related disciplines
Business Expertise
Has knowledge of best practices and how own area integrates with others; is aware of the competition and the factors that differentiate them in the market
Leadership
Acts as a resource for colleagues with less experience; may lead small projects with manageable risks and resource requirements
Problem Solving
Solves complex problems; takes a new perspective on existing solutions; exercises judgment based on the analysis of multiple sources of information
Impact
Impacts a range of customer, operational, project or service activities within own team and other related teams; works within broad guidelines and policies
Interpersonal Skills
Explains difficult or sensitive information; works to build consensus
Qualifications
Education:
Bachelor's Degree
Skills
Certifications:
Languages:
Years of Experience:
4 - 7 Years
Work Experience:
Additional Information
Travel:
No
Relocation Eligible:
No
Applied Materials is committed to diversity in its workforce including Equal Employment Opportunity for Minorities, Females, Protected Veterans and Individuals with Disabilities.","['java', 'd3', 'bachelor', 'scala', 'sql', 'c++']",0.5
https://www.indeed.co.in/rc/clk?jk=e5928266fbd48797&fccid=6c6f37e2a6cb4c55&vjs=3,Bengaluru,Opportunities for Women Talent at Applied Materials,Applied Materials Inc.,,"About Applied Materials:
Applied Materials is the leader in materials engineering solutions used to produce virtually every new chip and advanced display in the world. Our expertise in modifying materials at atomic levels and on an industrial scale enables customers to transform possibilities into reality. At Applied Materials, our innovations make possible the technology shaping the future.
We are exclusively hiring for Women talent across levels and for various positions.
Please find below list of job opportunities at Applied Materials India. Once we receive the relevant resume, Staffing team will reach out to you if the profile is shortlisted.
Java Developer
C# Developer
C++ Developer
Data Scientist
Algorithm Developer
Mechanical Engineer
Electrical Engineer
Mechatronics Engineer
Robotics Engineer
Reliability Engineer
Chemist
New Product Manufacturing Engineer
Process Engineer
Technical Product Support / Global product support
Application Engineer
Business Intelligence Analyst
RF Engineer
Order Management
And many more.....
Functional Knowledge
Demonstrates conceptual and practical expertise in own discipline and basic knowledge of related disciplines
Business Expertise
Has knowledge of best practices and how own area integrates with others; is aware of the competition and the factors that differentiate them in the market
Leadership
Acts as a resource for colleagues with less experience; may lead small projects with manageable risks and resource requirements
Problem Solving
Solves complex problems; takes a new perspective on existing solutions; exercises judgment based on the analysis of multiple sources of information
Impact
Impacts a range of customer, operational, project or service activities within own team and other related teams; works within broad guidelines and policies
Interpersonal Skills
Explains difficult or sensitive information; works to build consensus
Qualifications
Education:
Bachelor's Degree
Skills
Certifications:
Languages:
Years of Experience:
4 - 7 Years
Work Experience:
Additional Information
Travel:
No
Relocation Eligible:
No
Applied Materials is committed to diversity in its workforce including Equal Employment Opportunity for Minorities, Females, Protected Veterans and Individuals with Disabilities.","['java', 'd3', 'bachelor', 'scala', 'sql', 'c++']",0.5
https://www.indeed.co.in/rc/clk?jk=48b88f38c6dce27f&fccid=3d0f7ba22a49432f&vjs=3,Bengaluru,Sr. Resident Solutions Engineer,Databricks,,"Mission
As a Senior Resident Solutions Engineer, you will have the opportunity to shape the future big data landscape for leading Fortune 500 organizations. This position is a customer-facing role that requires experience in Apache Spark™ along with previous big data solution architecture experience.
On a weekly basis, you will guide customers through architecture, design, and implementation while strategically aligning their technical roadmap for expanding the usage of the Databricks platform. As part of the RSA team, you will continue to strengthen your technical expertise through mentorship, continuous learning, and internal training programs. This role can be remote, but the ideal candidate will be located in the job listing area and have a willingness to travel up to 30%.
Outcomes
Provide technical leadership in a post-sales capacity to guide strategic customers as they design and implement big data projects, ranging from architectural design to data engineering to model deployment
Identify and drive new initiatives that enable customers to turn their data into actionable business value and align these initiatives with their business outcomes for continued success
Architect production level workloads, including end to end pipeline load performance testing and optimization
Deliver tutorials and trainings to drive community adoption (including hackathons, conference presentations, etc.)
Work closely with Engineering and Product Management to drive the direction of the Databricks product
Contribute to Databricks SME community
Competencies
Hands-on and superior technical experience with Apache Spark
Proven experience of design and implementation experience in big data technologies including Hadoop, NoSQL, MPP, OLTP, OLAP
3+ years experience working as either:
Software Engineer/Data Engineer: query tuning, performance tuning, troubleshooting, and debugging Spark and/or other big data solutions.
Data Scientist/ML Engineer: model selection, model lifecycle, hyperparameter tuning, model serving, deep learning, etc.
Comfortable programming in Python, Scala or Java
Experience using and designing solutions on cloud infrastructure and services, such as AWS, Azure, or GCP
Experience with Development Tools for CI/CD, Unit and Integration testing, Automation and Orchestration, REST API, BI tools and SQL Interfaces. E.g. Jenkins
Proven experience with ML concepts covering Model Tracking, Model Serving and other aspects of productionizing ML pipelines in distributed data processing environments like Apache Spark, using tools like MLflow
Excellent communication skills and comfortable presenting to strategic stakeholders/leadership
Experience in customer-facing pre-sales, post-sales, technical architecture guidance, or consulting
Passionate about learning new technologies and making customers successful
About Databricks
Databricks’ mission is to accelerate innovation for its customers by unifying Data Science, Engineering and Business. Founded by the original creators of Apache Spark™, Databricks provides a Unified Analytics Platform for data science teams to collaborate with data engineering and lines of business to build data products. Users achieve faster time-to-value with Databricks by creating analytic workflows that go from ETL and interactive exploration to production. The company also makes it easier for its users to focus on their data by providing a fully managed, scalable, and secure cloud infrastructure that reduces operational complexity and total cost of ownership. Databricks, venture-backed by Andreessen Horowitz, NEA and Battery Ventures, among others, has a global customer base that includes Viacom, Shell, and HP. .
Apache, Apache Spark and Spark are trademarks of the Apache Software Foundation.","['java', 'mba', 'oozie', 'aws', 'hbase', 'd3', 'spark', 'azure', 'hadoop', 'python', 'power', 'scala', 'sql', 'nosql', 'h2o', 'pig', 'scala', 'sql', 'etl', 'etl', 'h2o']",0.42857142857142855
https://www.indeed.co.in/rc/clk?jk=bd5a85e91163f80f&fccid=de71a49b535e21cb&vjs=3,Bengaluru,Data Engineer: Enterprise Content Management,IBM,,"Introduction
At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. To lead in this new era of technology and solve some of the world's most challenging problems.

Your Role and Responsibilities
As an OpenText Solution Architect, you will work in large-scale and complex business and technical environments, experienced in managing complex structured and unstructured content solutions or initiatives.
Responsibilities:
Define the technical strategy and plan for modeling the Enterprise Content Management (ECM) to enable the development of high value solutions with business needs
Collaborate with Analysts and Partners on requirements and solution design
Design code based on development standards and approaches
Perform development quality checks while providing guidance and mentorship to junior developers
Develop new applications, forms, reports, workflows leveraging different Open Text products in the landscape
Support with code build and deployment process
Coordinate communications, issue resolution, implementation and testing plans, training plans and successful transition to support and maintenance teams of architecture and operations activities
Responsible for guiding and reviewing the development of solutions specified in technical design
If you thrive in a dynamic, collaborative workplace, IBM provides an environment where you will be challenged and inspired every single day. And if you relish the freedom to bring creative, thoughtful solutions to the table, there's no limit to what you can accomplish here

Required Technical and Professional Expertise
Minimum 6+ years of experience SAP OpenText ECM, OpenText Archiving and Document Access and OpenText Data Archiving for SAP Solutions
Experience integrating Open Text solutions with SAP S/4 HANA
Experience in working on OpenText Content Server/Livelink and other related OpenText products
Experience working with various module integrations with OpenText
Ability to prioritize and manage work while proactively monitoring and communicating for timely escalation of issues
Proven experience on the OpenText Content Server platform (using Content Server Web Services, REST APIs, OScript)
Hands on development experience with HTML, CSS, JavaScript, XML/XSL and SQL
Experience working with Workflows, CS Widgets, Workspaces, Connected Workspaces, Web Reports, Web Forms, Templates in Livelink/Content Server Java or NET development experience with good knowledge of Object oriented programming concepts and Service Oriented Architecture

Preferred Technical and Professional Expertise
Good understanding of the overall ECM processes and concepts (Capture, Manage, Store, Preserve, Deliver)
Experience working with other OpenText products like Archive Server, OTDS, Enterprise Scan, Enterprise Connect, Document Pipeline, Rendition Server, Capture Center, InfoFusion, OTMM, EPS, Process Suite, Output Center is preferred
You love collaborative environments that use agile methodologies to encourage creative design thinking and find innovative ways to develop with cutting edge technologies
Ambitious individual who can work under their own direction towards agreed targets/goals and with creative approach to work
Intuitive individual with an ability to manage change and proven time management
Proven interpersonal skills while contributing to team effort by accomplishing related results as needed
Up-to-date technical knowledge by attending educational workshops, reviewing publications

About Business Unit
IBM Services is a team of business, strategy and technology consultants that design, build, and run foundational systems and services that is the backbone of the world's economy. IBM Services partners with the world's leading companies in over 170 countries to build smarter business by reimagining and reinventing through technology, with its outcome-focused methodologies, industry-leading portfolio and world class research and operations expertise leading to results-driven innovation and enduring excellence.

Your Life @ IBM
What matters to you when you’re looking for your next career challenge?

Maybe you want to get involved in work that really changes the world. What about somewhere with incredible and diverse career and development opportunities – where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust – where everyone has a voice? What about all of these? If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.

Impact. Inclusion. Infinite Experiences. Do your best work ever.

About IBM
IBM’s greatest invention is the IBMer. We believe that progress is made through progressive thinking, progressive leadership, progressive policy and progressive action. IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition. Restlessly reinventing since 1911, we are the largest technology and consulting employer in the world, with more than 380,000 IBMers serving clients in 170 countries.

Location Statement
For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBM
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.","['ibm', 'scipy', 'scala', 'sql', 'scala', 'sql', 'oozie', 'aws', 'h2o', 'java', 'h2o', 'oozie', 'aws', 'd3', 'javascript', 'mba', 'oozie', 'aws', 'd3', 'tableau', 'agile']",0.42857142857142855
https://www.indeed.co.in/rc/clk?jk=f405fff5bfb87ecd&fccid=df6948c9b8da6236&vjs=3,Bengaluru,DATA SCIENTIST-(H/F),Société Générale,,"Vos missions au quotidien
Model design, feature planning, system infrastructure, production setup and monitoring, and release management.
Excellent understanding of machine learning techniques and algorithms, such as SVM, Decision Forests, k-NN, Naive Bayes etc.
Experience in selecting features, building and optimizing classifiers using machine learning techniques.
Prior experience with data visualization tools, such as D3.js, GGplot, etc..
Good knowledge on statistics skills, such as distributions, statistical testing, regression, etc..
Adequate presentation and communication skills to explain results and methodologies to non-technical stakeholders.
Basic understanding of the banking industry is value add
Et si c’était vous ?
Develop, process, cleanse and enhance data collection procedures from multiple data sources.
Conduct & deliver experiments and proof of concepts to validate business ideas and potential value.
Test, troubleshoot and enhance the developed models in a distributed environments to improve it's accuracy.
Work closely with product teams to implement algorithms with Python and/or R.
Design and implement scalable predictive models, classifiers leveraging machine learning, data regression.
Facilitate integration with enterprise applications using APIs to enrich implementations
Minimum 12+ years of experience in designing/developing industrial IT solutions.
Minimum 4 years of experience in developing and deploying machine learning, deep learning, NLP solutions.
Experience with common data science toolkits, such as Scikit, NumPy, R libraries - Excellence in at least one of these is mandatory.
Proficiency with any one NoSQL databases such as MongoDB, Cassandra, HBase.
Should have prior experience in developing APIs, services using either C# or Java.
Should have good awareness on entire machine learning/ predictive modeling & implementation

Plus qu’un poste, un tremplin
We are committed to creating a diverse environment and are proud to be an equal opportunity employer. All qualified applicants receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.
Pourquoi nous choisir ?
A 100% owned subsidiary of European banking and financial services major Societe Generale (SG), Societe Generale Global Solution Centre (SG GSC) came into existence in 2000. Established as an offshore development centre in Bangalore, also having a presence in Chennai, SG GSC has 15 years of sustainable delivery expertise to its credit, and develops global best practices to promote the strategic objectives of the Societe Generale Group.
SG GSC possesses in-depth understanding of the business processes and cutting-edge technologies across domains of Societe Generale’s diverse portfolio. We deliver best-in-class solutions to the Group’s entities in the realm of corporate and investment banking, retail banking, specialized financing and insurance, private banking, and global investment management and services.
We place the highest importance on our employees and provide extensive opportunities for career progression and development. SG GSC conforms to the group diversity principles, and has a multi-cultural staff representing seven nationalities, and speaking 20 languages. Women comprise 25% of our workforce.


Nous sommes un employeur garantissant l'égalité des chances et nous sommes fiers de faire de la diversité une force pour notre entreprise.
Le groupe s’engage à reconnaître et à promouvoir tous les talents, quels que soient leurs croyances, âge, handicap, parentalité, origine ethnique, nationalité, identité sexuelle ou de genre, orientation sexuelle, appartenance à une organisation politique, religieuse, syndicale ou à une minorité, ou toute autre caractéristique qui pourrait faire l’objet d’une discrimination.
Référence: 200008V1
Entité: SG Global Solution Centre
Date de début: Immédiat
Date de publication: 05/07/2020","['nosql', 'd3', 'java', 'h2o', 'scikit', 'd3', 'd3', 'cassandra', 'mongodb', 'hbase', 'd3', 'd3', 'python', 'numpy', 'hbase', 'd3', 'r', 'power']",0.42105263157894735
